week,name,position,team,opp,bye_week,passing_yds,passing_tds,passing_int,rushing_att,rushing_yds,rushing_tds,receiving_tgt,receiving_rec,receiving_yds,receiving_tds,return_tds,twopt,fumbles,points,o_rank,projected,pct_rostered
4,D. Chark Jr.,WR,Car,Min,7,0,0,0,0,0,0,4.7,2.7,38.0,0.2,0,0,0,3.80,153,358,21%
4,K. Osborn,WR,Min,@Car,13,0,0,0,0.1,0.4,0,4.6,2.9,35.0,0.2,0,0,0,3.78,173,360,10%
4,M. Jones Jr.,WR,Det,@GB,9,0,0,0,0,0,0,4.8,3.0,34.6,0.3,0,0,0,3.75,343,365,2%
4,C. Patterson,RB,Atl,@Jax,11,0,0,0,4.7,19.6,0.1,1,0.8,5.7,0.1,0.1,0,0.1,3.67,222,372,14%
4,P. Campbell,WR,NYG,Sea,13,0,0,0,0.6,3.2,0,4.9,3.3,35.8,0.2,0,0,0,3.63,238,377,4%
4,D. Slayton,WR,NYG,Sea,13,0,0,0,0.1,0.7,0,4.3,2.3,35.0,0.2,0,0,0,3.61,194,379,4%
4,G. Everett,TE,LAC,LV,5,0,0,0,0,0,0,4.3,3.0,30.7,0.3,0,0,0,3.61,148,380,50%
4,M. Mayer,TE,LV,@LAC,13,0,0,0,0,0,0,4.1,2.8,30.8,0.3,0,0,0,3.61,219,381,18%
4,J. Downs,WR,Ind,LAR,11,0,0,0,0.3,0.4,0,4.5,2.9,34,0.2,0,0,0,3.60,277,382,2%
4,C. Claypool,WR,Chi,Den,13,0,0,0,0.5,2.9,0.1,3.9,2.3,30.1,0.2,0,0,0,3.57,259,387,4%
4,K. Williams,RB,LAR,@Ind,10,0,0,0,4.6,19.1,0.2,2.1,1.6,11.7,0.1,0,0,0,3.57,202,388,2%
4,C. Brown,RB,Cin,@Ten,7,0,0,0,5.4,23.8,0.2,1.3,1.0,8.2,0.1,0,0,0.1,3.52,207,399,5%
4,C. Kmet,TE,Chi,Den,13,0,0,0,0,0,0,4.7,3.1,32.5,0.2,0,0,0,3.49,137,400,76%
4,C. Edwards-Helaire,RB,KC,@NYJ,10,0,0,0,4.9,20.9,0.2,1.4,1.1,8.5,0.1,0,0,0,3.45,160,407,20%
4,L. Fournette,RB,TB,@NO,5,0,0,0,5.7,23.7,0.2,1.2,0.9,6.8,0.1,0,0.1,0.1,3.44,177,410,9%
4,D. Kincaid,TE,Buf,Mia,13,0,0,0,0,0,0,3.8,2.6,28.2,0.3,0,0,0,3.44,120,411,72%
4,D. Schultz,TE,Hou,Pit,7,0,0,0,0,0,0,4.8,3.1,31.8,0.2,0,0,0,3.43,141,412,71%
4,M. Valdes-Scantling,WR,KC,@NYJ,10,0,0,0,0,0,0,3.8,2.1,33.8,0.2,0,0,0,3.42,216,415,8%
4,R. Woods,WR,Hou,Pit,7,0,0,0,0.5,2.7,0,4.9,3.2,34.0,0.2,0,0,0,3.39,266,422,4%
5,T. Tagovailoa,QB,Mia,NYG,10,263,1.9,0.7,2,5.3,0.1,0,0,0,0,0,0.1,0.2,17.45,105,5,94%
5,J. Goff,QB,Det,"stadium."">",9,262,1.8,0.9,0.7,2.8,0.0,0,0,0,0,0,0.1,0.2,15.99,140,6,73%
5,K. Cousins,QB,Min,"stadium."">",13,249,1.7,0.7,1.9,5.5,0.1,0,0,0,0,0,0.1,0.2,13.98,115,12,86%
5,R. Wilson,QB,Den,NYJ,9,226,1.5,0.7,3.5,15.1,0.2,0,0,0,0,0,0.1,0.2,13.46,155,13,61%
5,M. Stafford,QB,LAR,Phi,10,251,1.6,0.9,0.9,3.6,0,0,0,0,0,0,0.1,0.2,13.09,189,14,35%
5,B. Purdy,QB,SF,Dal,9,204,1.3,0.6,3.6,11.9,0.1,0,0,0,0,0,0.1,0.1,12.35,138,16,51%
5,D. Carr,QB,NO,@NE,11,228,1.5,0.7,0.8,3.7,0.1,0,0,0,0,0,0.1,0.2,12.12,170,17,48%
5,J. Love,QB,GB,"stadium."">",6,196,1.3,0.7,4.9,20.5,0.3,0,0,0,0,0,0.2,0.2,12.10,235,18,31%
5,J. Garoppolo,QB,LV,"stadium."">",13,245,1.5,0.9,0.4,1.3,0.1,0,0,0,0,0,0.1,0.3,12.10,224,20,15%
5,S. Howell,QB,Was,Chi,14,229,1.4,0.8,3.5,14.5,0.2,0,0,0,0,0,0,0.3,12.02,167,21,19%
5,R. Tannehill,QB,Ten,"stadium."">",7,214,1.3,0.7,3.1,11.4,0.1,0,0,0,0,0,0.1,0.1,11.85,233,22,9%
5,K. Pickett,QB,Pit,Bal,6,216,1.3,0.9,3.5,15.9,0.2,0,0,0,0,0,0.1,0.2,11.39,180,23,32%
5,M. Jones,QB,NE,NO,11,238,1.5,1.0,2.2,7.5,0.1,0,0,0,0,0,0.1,0.2,11.32,240,24,9%
5,D. Ridder,QB,Atl,"stadium."">",11,205,1.3,0.8,3.7,15.5,0.2,0,0,0,0,0,0.1,0.3,11.26,287,25,6%
5,K. Murray,QB,Ari,"stadium."">",14,192,1.2,0.7,4.1,21.4,0.2,0,0,0,0,0,0.1,0.2,11.16,236,26,30%
5,C. Stroud,QB,Hou,"stadium."">",7,212,1.2,0.8,5.2,19.5,0.2,0,0,0,0,0,0.1,0.3,10.76,295,28,10%
5,B. Young,QB,Car,"stadium."">",7,217,1.3,0.8,3.9,18.8,0.1,0,0,0,0,0,0.1,0.2,10.66,246,29,20%
5,T. Lance,QB,Dal,@SF,7,181,1.1,0.6,0.5,3.8,0.1,0,0,0,0,0,0.0,0.1,9.40,2559,40,5%
5,D. Achane,RB,Mia,NYG,10,0,0,0,10.3,48.4,0.3,2.9,2.3,18.8,0.1,0,0,0.1,6.59,144,109,48%
5,R. McCloud III,WR,SF,Dal,9,0,0,0,0.2,1.3,0,2.5,1.7,16.9,0.1,0.1,0,0,6.29,2320,126,1%
5,D. Harris,RB,Buf,Jax,13,0,0,0,10.5,49.1,0.4,1.1,0.9,6.8,0.0,0,0,0.1,6.18,124,130,60%
5,M. Hardman Jr.,WR,NYJ,@Den,7,0,0,0,0.4,2.9,0.1,4.4,3.1,35.8,0.3,0.1,0,0,5.92,268,146,14%
5,E. Mitchell,RB,SF,Dal,9,0,0,0,10.4,49.4,0.4,1.1,0.9,6.3,0,0,0.1,0.1,5.76,122,154,60%
5,D. Duvernay,WR,Bal,@Pit,13,0,0,0,0.4,2.4,0,2.1,1.3,14.4,0.1,0.1,0,0.1,5.75,318,156,2%
5,K. Toney,WR,KC,"stadium."">",10,0,0,0,0.9,5.0,0.1,4.6,3.4,38.7,0.3,0.1,0,0.1,5.55,136,167,61%
5,R. Mostert,RB,Mia,NYG,10,0,0,0,8.3,38.8,0.3,1.6,1.3,9.7,0.1,0,0,0.1,5.23,130,179,49%
5,T. Burks,WR,Ten,"stadium."">",7,0,0,0,0,0,0,6.6,4.0,52.8,0.3,0,0,0.1,5.21,118,181,69%
5,D. Foreman,RB,Chi,@Was,13,0,0,0,10.2,44.7,0.3,1.2,0.9,6.9,0,0,0,0.1,5.04,150,196,36%
5,T. Boyd,WR,Cin,"stadium."">",7,0,0,0,0.1,1,0,5.1,3.7,46.0,0.3,0,0,0.1,4.90,135,209,43%
5,G. Dortch,WR,Ari,"stadium."">",14,0,0,0,0.1,0.7,0,3.6,2.4,24.5,0.1,0,0,0,4.85,316,213,1%
5,A. Lazard,WR,NYJ,@Den,7,0,0,0,0.1,0.6,0,5.1,3.3,41.4,0.3,0,0,0,4.70,132,225,50%
5,K. Nwangwu,RB,Min,"stadium."">",13,0,0,0,1.4,5.7,0.0,0.4,0.3,2.3,0,0.1,0,0,4.70,2555,226,1%
5,B. Berrios,WR,Mia,NYG,10,0,0,0,0.8,4.1,0.1,3.3,2.4,24.5,0.2,0.1,0,0.1,4.65,2075,227,1%
5,J. Agnew,WR,Jax,@Buf,9,0,0,0,0.9,5.2,0.1,2.2,1.6,15.7,0.1,0.1,0,0,4.65,1916,228,1%
5,K. Raymond,WR,Det,"stadium."">",9,0,0,0,0.2,1.6,0,3.3,2.3,25.4,0.2,0.1,0,0,4.58,1865,236,1%
5,J. Meyers,WR,LV,"stadium."">",13,0,0,0,0.1,0.5,0,6.2,4.4,48.0,0.3,0,0,0.1,4.57,117,237,47%
5,R. Bateman,WR,Bal,@Pit,13,0,0,0,0,0,0,5.2,3.3,45.1,0.3,0,0,0.1,4.56,99,238,61%
5,K. Shakir,WR,Buf,Jax,13,0,0,0,0.1,0.9,0,4.8,3.1,40.7,0.3,0,0,0,4.55,244,243,4%
5,T. Bigsby,RB,Jax,@Buf,9,0,0,0,6.9,28.6,0.3,1.7,1.4,10.1,0.1,0,0,0.1,4.53,127,245,41%
5,C. Sutton,WR,Den,NYJ,9,0,0,0,0,0,0,5.4,3.2,44.7,0.3,0,0,0.1,4.41,98,256,68%
5,D. Singletary,RB,Hou,"stadium."">",7,0,0,0,7.4,30.1,0.2,2.1,1.5,11.0,0.0,0,0,0.1,4.20,158,268,27%
5,Z. Jones,WR,Jax,@Buf,9,0,0,0,0.1,0.7,0,5.6,3.8,43.1,0.2,0,0,0.1,4.19,159,270,30%
5,J. Reed,WR,GB,"stadium."">",6,0,0,0,0,0,0,5.2,3.3,35.9,0.2,0,0,0,4.19,213,271,7%
5,C. Samuel,WR,Was,Chi,14,0,0,0,1.3,7.4,0.1,4.6,3.3,34.1,0.2,0,0,0,4.19,178,272,12%
5,J. McKinnon,RB,KC,"stadium."">",10,0,0,0,2.8,12.1,0.1,3.9,3.2,23.0,0.2,0,0,0.1,4.18,106,278,61%
5,A. Pierce,WR,Ind,"stadium."">",11,0,0,0,0.1,0.3,0,4.5,2.8,38.0,0.3,0,0,0,4.14,193,283,8%
5,A. Thielen,WR,Car,"stadium."">",7,0,0,0,0,0,0,5.6,3.6,39.0,0.3,0,0,0.1,4.13,134,284,47%
5,E. Elliott,RB,NE,NO,11,0,0,0,7.1,29.7,0.3,1.3,1.0,7.7,0.1,0,0.1,0.1,4.46,131,286,65%
5,O. Beckham Jr.,WR,Bal,@Pit,13,0,0,0,0.1,0.7,0,4.6,3.1,37.7,0.3,0,0,0,4.04,129,291,74%
5,R. Doubs,WR,GB,"stadium."">",6,0,0,0,0.1,0.3,0,4.5,3.0,35.0,0.3,0,0,0,3.98,145,294,31%
5,R. Moore,WR,Ari,"stadium."">",14,0,0,0,0.7,4.7,0.1,5.4,3.5,34.8,0.2,0,0,0.1,3.98,192,295,18%
5,C. Hubbard,RB,Car,"stadium."">",7,0,0,0,7.2,28.8,0.2,1.6,1.2,8.7,0.0,0,0,0.1,3.96,162,298,16%
5,C. Patterson,RB,Atl,"stadium."">",11,0,0,0,4.7,20.8,0.1,1,0.8,6.1,0.1,0.1,0,0.1,3.90,222,303,14%
5,M. Mims Jr.,WR,Den,NYJ,9,0,0,0,0.1,0.7,0,4.9,2.9,37.0,0.2,0,0,0,3.89,133,304,22%
5,M. Carter,RB,NYJ,@Den,7,0,0,0,6.1,24.8,0.1,2.1,1.6,12.0,0.1,0,0,0,3.89,241,306,7%
5,M. Jones Jr.,WR,Det,"stadium."">",9,0,0,0,0,0,0,4.8,3.1,35.7,0.3,0,0,0,3.86,343,310,2%
5,M. Gallup,WR,Dal,@SF,7,0,0,0,0,0,0,5,2.9,38.2,0.2,0,0,0,3.85,139,312,28%
5,R. Jones,RB,Dal,@SF,7,0,0,0,6.2,26.0,0.3,0.8,0.6,4.5,0,0,0,0,3.83,323,315,1%
5,W. Robinson,WR,NYG,@Mia,13,0,0,0,1.0,5.4,0.1,4.2,2.8,31.9,0.2,0,0,0,3.79,239,319,5%
5,J. Mingo,WR,Car,"stadium."">",7,0,0,0,0.2,1.0,0,5.3,3.1,35.8,0.2,0,0,0,3.74,181,325,13%
5,D. Chark Jr.,WR,Car,"stadium."">",7,0,0,0,0,0,0,4.7,2.6,36.8,0.2,0,0,0,3.69,153,329,21%
5,M. Mayer,TE,LV,"stadium."">",13,0,0,0,0,0,0,4.1,2.9,30.9,0.3,0,0,0,3.69,219,330,18%
5,C. Brown,RB,Cin,"stadium."">",7,0,0,0,5.4,24.4,0.2,1.3,1.0,8.5,0.1,0,0,0.1,3.60,207,337,5%
5,K. Osborn,WR,Min,"stadium."">",13,0,0,0,0.1,0.4,0,4.6,2.8,33.3,0.2,0,0,0,3.60,173,339,10%
5,J. Hyatt,WR,NYG,@Mia,13,0,0,0,0.1,0.6,0,4.9,2.8,34.0,0.2,0,0,0,3.59,161,340,17%
5,C. Claypool,WR,Chi,@Was,13,0,0,0,0.5,2.9,0.1,3.9,2.3,30.1,0.2,0,0,0,3.57,259,344,4%
5,C. Edwards-Helaire,RB,KC,"stadium."">",10,0,0,0,4.9,21.4,0.2,1.4,1.1,8.7,0.1,0,0,0,3.54,160,348,20%
5,M. Valdes-Scantling,WR,KC,"stadium."">",10,0,0,0,0,0,0,3.8,2.2,34.7,0.2,0,0,0,3.51,216,351,8%
5,C. Kmet,TE,Chi,@Was,13,0,0,0,0,0,0,4.7,3.1,32.5,0.2,0,0,0,3.49,137,354,76%
5,P. Campbell,WR,NYG,@Mia,13,0,0,0,0.5,3,0,4.9,3.1,34.1,0.2,0,0,0,3.45,238,356,4%
5,D. Schultz,TE,Hou,"stadium."">",7,0,0,0,0,0,0,4.8,3.1,31.9,0.2,0,0,0,3.44,141,359,71%
5,L. Fournette,RB,TB,Bye,5,0,0,0,5.7,23.7,0.2,1.2,0.9,6.8,0.1,0,0.1,0.1,3.44,177,361,9%
5,D. Kincaid,TE,Buf,Jax,13,0,0,0,0,0,0,3.8,2.7,28.8,0.3,0,0,0,3.44,120,363,72%
5,D. Slayton,WR,NYG,@Mia,13,0,0,0,0.1,0.7,0,4.3,2.2,33.3,0.2,0,0,0,3.43,194,364,4%
5,K. Williams,RB,LAR,Phi,10,0,0,0,4.6,18.2,0.2,2.1,1.6,11.2,0.1,0,0,0,3.41,202,368,2%
5,R. Woods,WR,Hou,"stadium."">",7,0,0,0,0.5,2.7,0,4.9,3.2,34.2,0.2,0,0,0,3.40,266,369,4%
5,J. Downs,WR,Ind,"stadium."">",11,0,0,0,0.3,1.7,0,4.5,3.0,34.9,0.2,0,0,0,3.39,277,370,2%
5,N. Collins,WR,Hou,"stadium."">",7,0,0,0,0,0,0,5.1,2.9,35.9,0.2,0,0,0,3.35,109,377,42%
5,S. LaPorta,TE,Det,"stadium."">",9,0,0,0,0,0,0,4.1,2.9,31.5,0.2,0,0,0,3.32,123,383,61%
5,H. Renfrow,WR,LV,"stadium."">",13,0,0,0,0.2,1.1,0,4.1,3.0,31.2,0.2,0,0,0,3.29,195,385,8%
5,G. Dulcich,TE,Den,NYJ,9,0,0,0,0,0,0,4.9,3.2,32.6,0.2,0,0,0,3.27,152,386,57%
5,J. Wilson Jr.,RB,Mia,NYG,10,0,0,0,5.1,22.5,0.2,1.5,1.2,8.9,0.1,0,0,0.1,3.26,125,391,32%
5,J. Metchie III,WR,Hou,"stadium."">",7,0,0,0,0,0,0,4.3,2.6,31.3,0.2,0,0,0,3.24,247,394,5%
5,T. Thornton,WR,NE,NO,11,0,0,0,0.1,0.5,0,4.1,2.4,32.3,0.2,0,0,0,3.22,250,396,1%
5,G. Edwards,RB,Bal,@Pit,13,0,0,0,6.2,28.4,0.2,0.7,0.5,3.8,0,0,0,0,3.19,182,401,14%
5,D. Knox,TE,Buf,Jax,13,0,0,0,0,0,0,3.2,2.4,26.6,0.2,0,0,0,3.19,191,403,25%
5,K. Hunt,RB,Cle,Bye,5,0,0,0,5.4,22.2,0.2,1.4,1.1,8.5,0.1,0,0,0.1,3.18,257,405,15%
5,D. Parker,WR,NE,NO,11,0,0,0,0,0,0,3.9,2.4,32.5,0.2,0,0,0,3.17,196,406,3%
5,T. Atwell,WR,LAR,Phi,10,0,0,0,0.2,0.9,0,2.3,1.3,17.5,0.1,0,0,0,3.16,306,408,0%
5,J. Warren,RB,Pit,Bal,6,0,0,0,5.1,21.6,0.1,1.9,1.5,11.2,0.0,0,0,0.0,3.15,128,410,37%
5,R. Blackshear,RB,Car,"stadium."">",7,0,0,0,2.6,10.2,0.1,0.7,0.5,4.0,0,0,0,0,3.12,2449,413,0%
5,K. Bourne,WR,NE,NO,11,0,0,0,0.5,2.7,0,3.2,2.3,27.6,0.2,0,0,0,3.08,1881,414,1%
5,A. Robinson II,WR,Pit,Bal,6,0,0,0,0,0,0,4.1,2.7,29.2,0.2,0,0,0,3.08,200,415,4%
5,D. Carter,WR,LV,"stadium."">",13,0,0,0,0.2,1.5,0,1.6,1.0,10.8,0.1,0.1,0,0,3.09,1894,416,0%
5,H. Hurst,TE,Car,"stadium."">",7,0,0,0,0,0,0,4.4,2.8,28.9,0.2,0,0,0,3.04,183,419,11%
5,I. Smith Jr.,TE,Cin,"stadium."">",7,0,0,0,0,0,0,3.5,2.5,24.6,0.2,0,0,0,3.03,171,423,15%
5,L. Murray,RB,Buf,Jax,13,0,0,0,5.3,22.9,0.2,1.2,1.1,7.6,0,0,0,0,3.02,329,424,2%
5,R. James,WR,KC,"stadium."">",10,0,0,0,0.1,0.3,0,3.6,2.6,29.6,0.2,0,0,0,2.97,245,428,2%
5,I. Hodgins,WR,NYG,@Mia,13,0,0,0,0.1,0.3,0,3.8,2.6,29.9,0.2,0,0,0,2.92,186,434,6%
5,T. Higbee,TE,LAR,Phi,10,0,0,0,0,0,0,4.4,2.9,28.4,0.2,0,0,0,2.91,113,435,69%
6,T. Tagovailoa,QB,Mia,Car,10,269,1.9,0.7,2,5.4,0.1,0,0,0,0,0,0.1,0.2,17.94,105,4,94%
6,K. Cousins,QB,Min,@Chi,13,261,1.8,0.8,1.9,5.8,0.1,0,0,0,0,0,0.1,0.2,15.94,115,8,86%
6,J. Goff,QB,Det,@TB,9,258,1.8,0.8,0.7,2.8,0.0,0,0,0,0,0,0.1,0.2,15.71,140,11,73%
6,D. Watson,QB,Cle,SF,5,227,1.5,0.6,4.8,25.1,0.2,0,0,0,0,0,0.1,0.2,14.85,95,13,94%
6,M. Stafford,QB,LAR,Ari,10,270,1.7,0.9,0.9,3.9,0,0,0,0,0,0,0.1,0.2,14.60,189,14,35%
6,D. Carr,QB,NO,"stadium."">",11,239,1.6,0.8,0.8,3.9,0.1,0,0,0,0,0,0.1,0.2,13.04,170,16,48%
6,T. Lance,QB,Dal,@LAC,7,187,1.1,0.6,0.5,30.5,0.3,0,0,0,0,0,0.0,0.1,12.44,2559,18,5%
6,R. Wilson,QB,Den,@KC,9,214,1.4,0.6,3.5,14.3,0.2,0,0,0,0,0,0.1,0.2,12.40,155,19,61%
6,K. Murray,QB,Ari,@LAR,14,199,1.2,0.7,4.1,22.1,0.2,0,0,0,0,0,0.1,0.2,11.72,236,20,30%
6,S. Howell,QB,Was,"stadium."">",14,224,1.4,0.8,3.5,14.2,0.2,0,0,0,0,0,0,0.3,11.63,167,22,19%
6,J. Garoppolo,QB,LV,"stadium."">",13,239,1.5,0.9,0.4,1.2,0.1,0,0,0,0,0,0.1,0.3,11.60,224,24,15%
6,M. Jones,QB,NE,"stadium."">",11,235,1.4,1.0,2.2,7.4,0.1,0,0,0,0,0,0.1,0.2,11.09,240,25,9%
6,D. Ridder,QB,Atl,"stadium."">",11,201,1.3,0.8,3.7,15.2,0.2,0,0,0,0,0,0.1,0.3,10.97,287,26,6%
6,C. Stroud,QB,Hou,"stadium."">",7,213,1.2,0.8,5.2,19.6,0.2,0,0,0,0,0,0.1,0.3,10.83,295,27,10%
6,B. Mayfield,QB,TB,Det,5,217,1.3,0.8,2.2,7.9,0.2,0,0,0,0,0,0.1,0.3,10.61,223,29,9%
6,R. Tannehill,QB,Ten,Bal,7,199,1.2,0.7,3.1,10.5,0.1,0,0,0,0,0,0.1,0.1,10.60,233,30,9%
6,B. Young,QB,Car,@Mia,7,213,1.3,0.8,3.9,18.5,0.1,0,0,0,0,0,0.1,0.2,10.35,246,32,20%
6,B. Purdy,QB,SF,@Cle,9,126,0.8,0.4,3.6,3.9,0.1,0,0,0,0,0,0.1,0.1,7.36,138,84,51%
6,D. Achane,RB,Mia,Car,10,0,0,0,10.3,49.4,0.3,2.9,2.4,19.2,0.1,0,0,0.1,6.73,144,106,48%
6,R. McCloud III,WR,SF,@Cle,9,0,0,0,0.2,1.3,0,2.5,1.6,16.8,0.1,0.1,0,0,6.24,2320,134,1%
6,D. Harris,RB,Buf,NYG,13,0,0,0,10.5,49.3,0.4,1.1,0.9,6.8,0.0,0,0,0.1,6.20,124,135,60%
6,G. Dortch,WR,Ari,@LAR,14,0,0,0,0.1,0.7,0,3.6,2.5,25.4,0.1,0,0,0,6.01,316,148,1%
6,M. Hardman Jr.,WR,NYJ,Phi,7,0,0,0,0.4,2.9,0.1,4.4,3.1,35.8,0.3,0.1,0,0,5.92,268,154,14%
6,D. Duvernay,WR,Bal,@Ten,13,0,0,0,0.4,2.4,0,2.1,1.3,14.5,0.1,0.1,0,0.1,5.79,318,162,2%
6,E. Mitchell,RB,SF,@Cle,9,0,0,0,10.4,49,0.4,1.1,0.9,6.3,0,0,0.1,0.1,5.71,122,166,60%
6,K. Toney,WR,KC,Den,10,0,0,0,0.9,5.1,0.1,4.6,3.5,39.7,0.3,0.1,0,0.1,5.69,136,169,61%
6,R. Mostert,RB,Mia,Car,10,0,0,0,8.3,39.6,0.3,1.6,1.3,9.9,0.1,0,0,0.1,5.34,130,188,49%
6,J. Ford,RB,Cle,SF,5,0,0,0,4.9,21.5,0.2,1.2,1.0,7.3,0.1,0,0,0.1,5.29,174,191,10%
6,D. Foreman,RB,Chi,Min,13,0,0,0,10.2,44.9,0.3,1.2,0.9,7.0,0,0,0,0.1,5.06,150,207,36%
6,Q. Johnston,WR,LAC,Dal,5,0,0,0,0.1,0.4,0,5.9,3.8,50.3,0.3,0,0,0.1,4.95,126,212,56%
6,J. Agnew,WR,Jax,Ind,9,0,0,0,1.0,5.5,0.1,2.2,1.7,16.7,0.1,0.1,0,0,4.95,1916,215,1%
6,K. Nwangwu,RB,Min,@Chi,13,0,0,0,1.4,6.0,0.0,0.4,0.3,2.4,0,0.1,0,0,4.87,2555,224,1%
6,T. Burks,WR,Ten,Bal,7,0,0,0,0,0,0,6.6,3.8,49.1,0.3,0,0,0.1,4.84,118,225,69%
6,T. Bigsby,RB,Jax,Ind,9,0,0,0,6.9,30.3,0.3,1.7,1.5,10.7,0.1,0,0,0.1,4.80,127,231,41%
6,T. Boyd,WR,Cin,Sea,7,0,0,0,0.1,1.0,0,5.1,3.6,44.9,0.3,0,0,0.1,4.78,135,234,43%
6,B. Berrios,WR,Mia,Car,10,0,0,0,0.8,4.2,0.1,3.3,2.4,25.1,0.2,0.1,0,0.1,4.75,2075,238,1%
6,A. Lazard,WR,NYJ,Phi,7,0,0,0,0.1,0.6,0,5.1,3.3,41.4,0.3,0,0,0,4.70,132,245,50%
6,D. Peoples-Jones,WR,Cle,SF,5,0,0,0,0.1,0.6,0,4.5,2.7,40.3,0.2,0,0.1,0.1,4.69,184,247,16%
6,R. Bateman,WR,Bal,@Ten,13,0,0,0,0,0,0,5.2,3.3,45.5,0.3,0,0,0.1,4.60,99,254,61%
6,K. Shakir,WR,Buf,NYG,13,0,0,0,0.1,0.9,0,4.8,3.1,40.8,0.3,0,0,0,4.56,244,256,4%
6,K. Raymond,WR,Det,@TB,9,0,0,0,0.2,1.5,0,3.3,2.3,25.1,0.2,0.1,0,0,4.53,1865,259,1%
6,Z. Jones,WR,Jax,Ind,9,0,0,0,0.1,0.8,0,5.6,4.1,45.7,0.3,0,0,0.1,4.45,159,271,30%
6,J. Meyers,WR,LV,"stadium."">",13,0,0,0,0.1,0.4,0,6.2,4.3,46.7,0.3,0,0,0.1,4.44,117,272,47%
6,J. McKinnon,RB,KC,Den,10,0,0,0,2.8,12.4,0.1,3.9,3.3,23.6,0.2,0,0,0.1,4.29,106,280,61%
6,D. Singletary,RB,Hou,"stadium."">",7,0,0,0,7.4,30.3,0.2,2.1,1.5,11.0,0.0,0,0,0.1,4.22,158,287,27%
6,C. Sutton,WR,Den,@KC,9,0,0,0,0,0,0,5.4,3.0,42.3,0.3,0,0,0.1,4.18,98,294,68%
6,R. Moore,WR,Ari,@LAR,14,0,0,0,0.7,4.9,0.1,5.4,3.7,36.0,0.2,0,0,0.1,4.11,192,298,18%
6,C. Samuel,WR,Was,"stadium."">",14,0,0,0,1.3,7.2,0.1,4.6,3.3,33.4,0.2,0,0,0,4.10,178,299,12%
6,O. Beckham Jr.,WR,Bal,@Ten,13,0,0,0,0.1,0.7,0,4.6,3.1,38.0,0.3,0,0,0,4.08,129,305,74%
6,A. Thielen,WR,Car,@Mia,7,0,0,0,0,0,0,5.6,3.5,38.3,0.3,0,0,0.1,4.06,134,308,47%
6,E. Elliott,RB,NE,"stadium."">",11,0,0,0,7.1,29.3,0.3,1.3,1.0,7.6,0.1,0,0.1,0.1,4.40,131,309,65%
6,C. Hubbard,RB,Car,@Mia,7,0,0,0,7.2,28.3,0.2,1.6,1.2,8.6,0.0,0,0,0.1,3.89,162,320,16%
6,M. Carter,RB,NYJ,Phi,7,0,0,0,6.1,24.8,0.1,2.1,1.6,12.0,0.1,0,0,0,3.89,241,321,7%
6,M. Gallup,WR,Dal,@LAC,7,0,0,0,0,0,0,5,3.0,38.5,0.2,0,0,0,3.88,139,323,28%
6,A. Pierce,WR,Ind,@Jax,11,0,0,0,0.1,0.3,0,4.5,2.6,35.5,0.3,0,0,0,3.87,193,326,8%
6,R. Jones,RB,Dal,@LAC,7,0,0,0,6.2,26.2,0.3,0.8,0.6,4.6,0,0,0,0,3.86,323,327,1%
6,C. Patterson,RB,Atl,"stadium."">",11,0,0,0,4.7,20.5,0.1,1,0.8,6.0,0.1,0.1,0,0.1,3.84,222,330,14%
6,M. Jones Jr.,WR,Det,@TB,9,0,0,0,0,0,0,4.8,3.0,35.2,0.3,0,0,0,3.81,343,333,2%
6,K. Osborn,WR,Min,@Chi,13,0,0,0,0.1,0.4,0,4.6,2.9,34.8,0.2,0,0,0,3.76,173,340,10%
6,D. Kincaid,TE,Buf,NYG,13,0,0,0,0,0,0,4,2.9,30.6,0.3,0,0,0,3.71,120,345,72%
6,W. Robinson,WR,NYG,@Buf,13,0,0,0,1.0,5.2,0.1,4.2,2.7,31.2,0.2,0,0,0,3.70,239,346,5%
6,M. Mims Jr.,WR,Den,@KC,9,0,0,0,0.1,0.7,0,4.9,2.8,35.0,0.2,0,0,0,3.68,133,347,22%
6,J. Mingo,WR,Car,@Mia,7,0,0,0,0.2,1.0,0,5.3,3.0,35.1,0.2,0,0,0,3.67,181,350,13%
6,K. Williams,RB,LAR,Ari,10,0,0,0,4.6,19.6,0.2,2.1,1.7,12.0,0.1,0,0,0,3.67,202,351,2%
6,M. Mayer,TE,LV,"stadium."">",13,0,0,0,0,0,0,4.1,2.9,31.6,0.3,0,0,0,3.66,219,354,18%
6,C. Edwards-Helaire,RB,KC,Den,10,0,0,0,4.9,22.0,0.2,1.4,1.2,8.9,0.1,0,0,0,3.63,160,357,20%
6,D. Chark Jr.,WR,Car,@Mia,7,0,0,0,0,0,0,4.7,2.5,36.1,0.2,0,0,0,3.62,153,358,21%
6,M. Valdes-Scantling,WR,KC,Den,10,0,0,0,0,0,0,3.8,2.2,35.5,0.2,0,0,0,3.60,216,362,8%
6,C. Claypool,WR,Chi,Min,13,0,0,0,0.5,3.0,0.1,3.9,2.3,30.3,0.2,0,0,0,3.59,259,365,4%
6,C. Brown,RB,Cin,Sea,7,0,0,0,5.4,23.8,0.2,1.3,1.0,8.2,0.1,0,0,0.1,3.52,207,372,5%
6,J. Hyatt,WR,NYG,@Buf,13,0,0,0,0.1,0.6,0,4.9,2.8,33.2,0.2,0,0,0,3.51,161,373,17%
